Business Name,Category,Email,Town,Region,Council Website,City Slug,Outreach Category
Can Font. Serveis Immobiliaris,Compravenda de béns immobiliaris per compte propi,info@finquescanfont.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🔧 Serveis
Can Lletres - Centre de Formació Permanent,,canlletres@llinarsdelvalles.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Can Nogueras,"Moda, perfumeria, joguines, merceria, objectes de regal",info@cannogueras.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
Can Taulats,"Bar, Bar-restaurant, cafeteria",cantaulats1903@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Càrites Santa Ma. del Prat,,carites@llinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Casa de colònies Mogent,,llinars@maristes.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Casadimansa,,martaprades@uab.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Cavallistes de Llinars,,cavallistes@llinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Centre d'Esports Llinars,"Club de futbol formatiu a partir dels 4 anys. Entrenaments de qualitat on aprendre els valors de l'esport i progressió en l'àmbit futbolístic. Vine, gaudeix i aprèn!",info@cellinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Centre Excursionista de Llinars del Vallès,Fomentant l'excursionisme i el lleure a Llinars.,cellv@cellv.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Club Ciclista El Corredor,,llinars@elcorredor.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Club Patinatge Artístic Llinars del Vallès,"Patinatge artístic de 4 rodes, dansa i preparació física.",patinatgellinars@hotmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Club Petanca Llinars Atlètic,Club esportiu de petanca.,clubpetancallinars@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Club Yawara Karate Llinars,,karate@llinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
COARCH. Sergi Puchol Masero - Arquitecte i arquitecte tècnic,,sergiopuchol@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Colla Diables La Piula,,lapiulallinars@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Cor Gospel Llinars,,instagram @corgospelllinars,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Coral Turó del Vent,,man2001cat@yahoo.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Deixebles de la Kabra,,deixebles@llinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
El Corredor,Comerç al detall d'articles d'esport en establiments especialitzats,llinars@elcorredorbicis.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
El Racó de l'Esportiu,Restaurants i establiments de menjar,sala@elracodelesportiu.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
El Xaragall,,info@elxaragall.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Esbart Dansaire de Llinars del Vallès,,esbartllinars@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Escola Ginebró,Escola privada concertada.,ginebro@ginebro.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Escola Municipal de Música,"Escola de música on es realitzen cursos d'infants i d'adults. Es realitzen de setembre a juny, i durant el mes de juliol.",emmllinars@amicsdelaunio.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Església de Santa Maria,,mossenjaume@hotmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Fas Sport Padel,,administracio@fassportpadel.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Ferreteria Carbonell,"Comerç al detall de ferreteria, pintures i vidre en establiments especialitzats",cofac.073@cofac.es,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
Fundació Privada LAR,,fundaciolar@llinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Fusteria Vilà,"Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats",info@fusteriavila.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
Futbol Sala Llinars,Pràctica esportiva de futbol sala.,fsllinars@hotmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Grup gitanes Colla Giola,,giola@llinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Grup Trabucaires,,trabucaires@llinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Illa Crous-Estació Servei Llinars,Comerç al detall de combustibles per a l'automoció en establiments especialitzats,illacrous@illacrous.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
L'Esportiu,,info@lesportiudellinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
La clau màgica del teatre,,frankieanrosser@hotmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
La Masoveria - Espai jove,,lamasoveria@llinarsdelvalles.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,💇 Bellesa/Salut
La Nit de Llinars,Restaurants i establiments de menjars,info@lanitdellinars.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
La terrassa del vermutet,"Bar, Bar-restaurant, cafeteria, cafè",elvermutetdelcarrermajor@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Lemon Yoga,,hola@lemonyoga.es,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,💇 Bellesa/Salut
Llinars Sabor Kebab Pizzeria,"Bar, Bar-restaurant",juanatalia@hotmail.es,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Mags per l'esperança,,jmagdiver@hotmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Mans Unides,,mansunides@llinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Maria Roca Òptica,Comerç al detall d'altres tipus d'articles nous en establiments especialitzats,info@mariarocaoptica.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
Mentum,,info@mentum.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Mim,Restaurants i establiments de menjars,moncook2017@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Moto Clàssic Llinars,,motoclassicllinars@hotmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Motor Club Llinars,,motorclubllinars@llinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Müx Teràpies,"Fisio, quiromassatge, yoga i acupuntura",quiro-maria@hotmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,💇 Bellesa/Salut
Natural perruqueria ecològica,Perruqueria i altres tractaments de bellesa,naturalperruqueria@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,💇 Bellesa/Salut
Oficina de Promoció Econòmica,,peconomica@llinarsdelvalles.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Oficina del Servei Local d'Ocupació,,ocupacio@llinarsdelvalles.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Oficina Municipal d'informació a les Persones Consumidores (OMIC),,llinars@llinarsdelvalles.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Òptica Llinars,Comerç al detall d'altres tipus d'articles nous en establiments especialitzats,optica@opticallinars.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
Penya Barcelonista,,penyabarcelonista@llinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Penya Pericos Llinars,,penyapericos@llinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Pick-up,"Bar, Bar-restaurant, cafeteria",pickupllinarssl@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Pizzeria la Gombola,"Bar, Bar-restaurant, cafeteria",castelldols@hotmail.es,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Princess Nails,Perruqueria i estètica. Centre d'ungles,montseyquique_@hotmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,💇 Bellesa/Salut
Punt de Trobada,"Bar, Bar-restaurant, cafeteria",puntdetrobada08450@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Restaurant Can Biel,Restaurants i establiments de menjars,info@canbiel.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Restaurant Can Pedragosa,Restaurants i establiments de menjars,canpedragosa@hotmail.es,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Restaurant El Cau,Restaurants i establiments de menjars,mad@madllinars.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Ritmica Club Esportiu Llinars,T'agrada ballar i fer acrobàcies? Vine a provar la gimnàstica rítmica.,ritmicacel@hotmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,💇 Bellesa/Salut
Sabaidï,"Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats",sabaidillinars@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
Societat de Caçadors,,socca@llinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Societat Ocellaire Llinars,,ocellaires@llinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,📦 Altres
Till-Tall grup de teatre,,llinars@tilltall-teatre.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Vocacions Escola de dansa,Educació relacionada amb l'esport i les activitats recreatives,escoladansavocacions@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
3detres Instal·lacions SCP,,3detresinst@gmail.com,Lluçà,Lluçanès,https://www.lluca.cat,lluca,📦 Altres
Associació de Circ La Cabirola,,circstaeulalia@gmail.com,Lluçà,Lluçanès,https://www.lluca.cat,lluca,📦 Altres
Associació de Mares i Pares de l'escola Gafarró,,ampagafarro@gmail.com,Lluçà,Lluçanès,https://www.lluca.cat,lluca,📦 Altres
Cal Penyora,,calpenyorahotmail.com,Lluçà,Lluçanès,https://www.lluca.cat,lluca,📦 Altres
Carnisseria Can Salada,,carmesalada@gmail.com,Lluçà,Lluçanès,https://www.lluca.cat,lluca,🛍️ Comerç
Casa de Colònies Curtius,,curtius@curtius.cat,Lluçà,Lluçanès,https://www.lluca.cat,lluca,📦 Altres
Consorci del Lluçanès,,https://www.llucanes.cat/,Lluçà,Lluçanès,https://www.lluca.cat,lluca,📦 Altres
Consorci Localret,,http://www.localret.cat/,Lluçà,Lluçanès,https://www.lluca.cat,lluca,📦 Altres
Deixalleria Lluçanès,,deixalleria@pratsdellucanes.cat,Lluçà,Lluçanès,https://www.lluca.cat,lluca,📦 Altres
El Rebost de la Nuri,,cucasl@terra.com,Lluçà,Lluçanès,https://www.lluca.cat,lluca,📦 Altres
Formatges de Lluçà,,formatges.lluca@gmail.com,Lluçà,Lluçanès,https://www.lluca.cat,lluca,📦 Altres
La Primitiva,,fondalaprimitiva@gmail.com,Lluçà,Lluçanès,https://www.lluca.cat,lluca,📦 Altres
Museu Santa Maria de Lluçà,,http://monestirlluca.cat/,Lluçà,Lluçanès,https://www.lluca.cat,lluca,🎭 Cultura/Oci
Pneumàtics i Reparacions J. Cornellas,,jesuscornellasbruch@hotmail.com,Lluçà,Lluçanès,https://www.lluca.cat,lluca,📦 Altres
Postres artesanes Santa Eulàlia,,info@postressantaeulalia.cat,Lluçà,Lluçanès,https://www.lluca.cat,lluca,📦 Altres
Ricard Anfruns Instal·lacions,,ricardanfruns@gmail.com,Lluçà,Lluçanès,https://www.lluca.cat,lluca,📦 Altres
Turisme Rural Cal Masover Xic,,calmasoverxic@gmail.com,Lluçà,Lluçanès,https://www.lluca.cat,lluca,🏨 Allotjament
Turisme Rural Mas L'Estrada,,hola@maslestrada.com,Lluçà,Lluçanès,https://www.lluca.cat,lluca,🏨 Allotjament
Turisme Rural Mas Puig-oriol,,puigoriol19@hotmail.com,Lluçà,Lluçanès,https://www.lluca.cat,lluca,🏨 Allotjament
"Agrícola El Progrés-Garbí, S.C.C.L.",,webpladegrau@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
"Agrupació Sardanista Malgratenca ""LA BARRETINA""",,sardanistamalgrat@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
A.V. Eix Passada-Girona,,eixpassadagirona@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
A.V. La Verneda,,avlavernedamalgrat@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
A.V. Llevant,,associaciodeveinsllevant@hotmail.es,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
AECAM Agrupació Esportiva Clubs Alt Maresme,,yesaecam@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,🎭 Cultura/Oci
AFE Malgrat,,afemalgrat@hotmail.es,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Agrupament Escola i Guia Sant Nicolau,,aeigsantnicolau@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Arxiu Municipal,,arxiu@ajmalgrat.cat,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Asociación Amics de la Sarsuela,,info@amicsdelasarsuela.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Asociación deportiva de formación,,adfs@hotmail.es,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Asociación deportiva Verdiblanca,,adverdiblanca@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació Ateneu Popular El Rovell Malgrat,,ateneuelrovell@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,🎭 Cultura/Oci
Associació Capoeira descendents de Pantera,,zasco-bcn@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació ciclista BTT Los Chivos,,loschivosbtt@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació d'Amics dels Animals,,info@amicsanimalsmalgrat.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació d'empresaris del sector turístic,,sectorturistic@terra.es,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació d'Immigrants de Malgrat,,assoinmimalgrat@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació de Comerciants de Malgrat,,malgratcentre@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació de Discapacitats de l'Alt Maresme,,info@adiam-altmaresme.org,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació de Jubilats,,ajubilatsm@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació de Labors La Merceria de Malgrat,,lamerceriademalgrat@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació de Lleure infantil i juvenil Maresme,,lleuremaresme@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,🎭 Cultura/Oci
Associació de patinatge artístic Malgrat,,apamalgrat@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació de Puntaries de Malgrat,,puntairesmalgrat@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació de Rap Maresme,,rapmaresme@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació Esportiva Basquetbol Malgrat 2000,,basquetmalgrat2000@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,🎭 Cultura/Oci
Associació Grup Kaliu de Teatre,,grupkaliudeteatre@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,🎭 Cultura/Oci
Associació Penya Catalana Manchester United,,1839mufcat@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació Pepet Caralt de veïns i amics del barri del Castell,,associaciopepetcaralt@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació sociocultural Undediez,,clubundediez@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,🎭 Cultura/Oci
Associació Solidària Malgrat amb el Sàhara,,josepgelpisahara@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació Solidarity Park,,info@solidaritypark.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Associació TDAH Maresme - La Selva,,tdahmaresmeselva@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
C.E. Olímpic Malgrat,,escola.olimpicmalgrat@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Centre Cívic Malgrat,,ccm@ajmalgrat.cat,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,🎭 Cultura/Oci
Cercle Artístic Malgratenc,,cercleartisticmalgrat@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Cineclub Garbí,,info@cineclubgarbi.cat,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Club Atletisme Malgrat,,atletisme.malgrat@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Club d'Escacs Malgrat,,escacs06@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Club de Boxa Bola 8 Malgrat,,dumdumkb@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Club de Boxa Malgrat,,lookprakarn@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Club de la Feina,,inserciolaboral@ajmalgrat.cat,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Club Deportivo Malgrat,,cdmalgrat@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Club esportiu Kitesurf Malgrat de Mar,,clubkitemalgrat@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,🎭 Cultura/Oci
Club Esportiu Malgratenc Patinatge Artístic,,cem.pa@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,🎭 Cultura/Oci
Club Joventut Handbol Malgrat,,scaparros14@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Club Judo Malgrat,,clubjudomalgrat@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Club Nàutic Tennis Malgrat,,info@tennismalgrat.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Club Patí Malgrat (Hoquei),,clubpatimalgrat@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Club Petanca Malgrat,,jlfernandezh@yahoo.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Club triatló Malgrat,,clubtriatlomalgrat@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Colla Castellera de l'Alt Maresme i la Selva Marítima,,castellersaltmaresme@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Colla de Diables RatpenatsInfernals,,ratpenatsinfernals@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Colla de Geganters de Malgrat de Mar,,gegantersmalgrat@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Comunitat energètica Malgrat,,gestio@energiamalgrat.cat,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Departament d'Activitats,,territorisostenibilitat@ajmalgrat.cat,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Departament de Cultura,,cultura@ajmalgrat.cat,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Departament de Serveis Econòmics,,serveiseconomics@ajmalgrat.cat,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Escola d'Adults,"Imparteix classes d'alfabetització, per a neolectors, per al certificat, d'anglès, de català, de castellà per a estrangers i per al graduat.",eadults@ajmalgrat.cat,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Escola Vedruna,"Educació infantil, educació primària, educació secundària obligatòria (ESO) i batxillerat (""Ciències i tecnologia"" i ""Humanitats i ciències socials"")",malgratdemar@vedruna.org,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Esport Ciclista Malgrat,,esportciclistamalgrat@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,🎭 Cultura/Oci
Fundació La Xarxa,,laxarxamalgrat@yahoo.es,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Fundació Privada Escoles Fonlladosa,,fonlladosa@escolesfonlladosa.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Grup de teatre Germanor,,grupteatregermanor@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,🎭 Cultura/Oci
Grup Excursionista Malgrat,,jordimasats@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
INTEGREM,,integremmalgrat.org@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Interesportiu Malgrat F.S.,,interesportiumalgrat@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,🎭 Cultura/Oci
Kite & Padel Surf Club Catalunya,,info@kitemalgrat.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
La Guarda del Llibre,,laguardadelllibre@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Lookprakarn Muay Thai Club Malgrat,,ray-thai@hotmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Malgrat Es Mou,,malgratesmou@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Mans Unides,,quim.aubanell@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Moto Club a 1/2 Gas,,quimba04@wanadoo.es,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Najma Dansa,,najmadansa@gmail.com,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,🎭 Cultura/Oci
Oficina d'Habitatge i Projectes Urbans,,olh@ajmalgrat.cat,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
Oficina Municipal de Turisme,,turisme@ajmalgrat.cat,Malgrat de Mar,Maresme,https://www.ajmalgrat.cat,malgrat-de-mar,📦 Altres
