Business Name,Category,Email,Town,Region,Council Website,City Slug (for targeting)
Terra Vallalta,,terravallalta@gmail.com,Sant Cebrià de Vallalta,Maresme,https://www.stcebria.cat,sant-cebria-de-vallalta
Tovipie S.L,,tovipie@tovipie.com,Sant Cebrià de Vallalta,Maresme,https://www.stcebria.cat,sant-cebria-de-vallalta
"Va de Peix "" Cal Federal""",,aidaeg.1985@gmail.com,Sant Cebrià de Vallalta,Maresme,https://www.stcebria.cat,sant-cebria-de-vallalta
Veterans Sant Cebrià,,jarmengol@griher.com,Sant Cebrià de Vallalta,Maresme,https://www.stcebria.cat,sant-cebria-de-vallalta
AV La Moreneta - Associació de Veïns,,avvlamoreneta@hotmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
"Ahumados Arte, S.L",,ahumados.arte@telefonica.net,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Andreu Pimentel Fotografia,,info@andreupimentel.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Animació Rubies,,arubies@infonegocio.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Associació Cultura en moviment,,escultura.moviment@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Associació Esportiva Sant Climent,,aesc2099@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Associació Memòria i Vida de Sant Climent,,santclimentmemoria@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Associació Penya Culé Sant Climent,Les finalitats de l&#39;Associaci&oacute; s&oacute;n: La reuni&oacute; i trobada de simpatitzants climentons/es del FC Barcelona.,penyaculesantcli@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Associació Recreativa FDISC,,a.r.fdisc@hotmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Associació Somriures de Llum,,somriuressantcliment@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
"Associació de suport a la criança ""La Cirereta""",,asc.lacirereta@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Auto Sefd 73,,administracio@autosefd73.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Badecor 2002 S.L.,,badecor2002@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Bar El Raconet de Cal Luís,,lhernandezjimenez25@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Bar Granja Diví,,divi_net663@hotmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
CAP-3 Viladecans Montbaig,,vila2.bll.cp.ics@gencat.net,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
CFS (Club Futbol Sala) Sant Climent 2001,,cfssantcliment@hotmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
CONDIS (Belpi Alimentació S.L),,condis3011@condis.es,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Cal Refilat,,refilat2008@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Casal d'Avis,,casalaviscliment@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Casal de Cultura,,monzonisga@diba.cat,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Ceip - Escola infantil i primària Sant Climent,,ceipsantcliment@xtec.cat,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Centre Estètica Integral Pura Vida,,evamj1994@hotmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Centre Serveis Municipals,,st.climent@santclimentdellobregat.cat,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Climentgats,,climentgats@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Club Bàsquet Sant Climent,,basketsantcliment22@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Club Sanglas Catalunya,,clubsanglas@hotmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Clínica Dental Santclident,,santclident@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Coelectric Sant Climent S.L,,administracio@coelectric.cat,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Collita Pròpia i Ecològica Tugas i Companyia,,montse@tugasicompanyia.cat,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Comissió de Reis,,marinasierra5@hotmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Cor Femení,,corfemini@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Coral la Vall de Sant Climent,,corallavall@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Corals infantils Estol i Diapasó de Sant Climent,,estoldiapaso@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
"Cortinas y tapicerías Baques, S.L.",,info@baques.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Cuida´t,,joanantonimoreno@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
DMPyme,,david.martinez@dmpyme.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Donoso Fusteria Mecánica,,fusteriadonoso@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
El Teu Quiosc,,elteuquiosc@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Enginyer Municipal,Marc Mart&iacute;nez Galindo,martinezgmr@diba.cat,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Escola Bressol Sant Climent,,a8046116@xtec.cat,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Església de Sant Climent,,jpuigmas@yahoo.es,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Espai Jove,,ejovesantcliment@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Estanc,,estancsantcliment@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Farmàcia Moltó,,ferchin@live.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
"Finques Sant Climent, S.L.",,santcliment@fsc.cat,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Foto Vídeo Torras,,fvtorras@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
"GME Sant Climent, S.L.(General de Montatges Elèctrics)",,gmesl@gmesl.net,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
"Germinats  Tugas, S.L",,info@tugas.es,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Grup Solidari,,blanca_rodes@wanadoo.es,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Hortet del Baix,,pedidos@soulblim.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
"ICD Servicio, S.A.",,icd@grupoicd.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Industrias Puchol Sant Climent S.L.,,info@industriaspuchol.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Jardineria Sant Climent,,jardineriasantcliment@hotmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Joan Piulachs Fotògraf,,joanpiulachsp@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Jocs de Taula Dau de Cinc,,daudecinc@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Karuna Centre de nutrició i tècniques naturals,,blanca.rodes@karuna.cat,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
L'Esplai,,st.climent@diba.cat,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
La Barberia d'en Víctor,,victorbaberosantcli@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
La Tasqueta del Poble Sec,,latasquetadelpoblesec@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Més de 1.000 històries de Sant Climent de Llobregat,,mesde1000@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
"Ocsid, so i llums",,jaume@ocsid.cat,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Oficina de Recaptació i Gestió Tributària de Begues,,orgt.begues@diba.cat,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Perruqueria Estètica Sònia Sandalinas,,soniasandalinas@hotmail.es,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Perruqueria Natàlia,,climentona@hotmail.es,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Perruqueria Rínxols d'Or,,rinxolsdor@icloud.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Piscina Municipal,,restauraciosantcliment@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Pizzeria Cal Sastre - Luna Rossa,,silvio8125@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Real & Casañas - Clínica dental,,realycasanas@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Restaurant el Racó,,info@restaurantelraco.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
"SCI, Servicios de Control e Inspeccion, SA",,barcelona@scisa.es,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Salón de Belleza y Peluquería Mª Trini,,maritriniavsa@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Sant Climent Pisos,,info@santclimentpisos.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Societat de Caçadors de Sant Climent,,joanfeu73@gmail.com (president),Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
Supermercat Noor,,pkthala2012sl@gmail.com,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
TOP20 Topografia,,top20sl@yahoo.es,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
VGD Print Services,,info@vgd.es,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
"Vidres i aluminis Debes-Norte, S.L.",,vidres@debesnorte.e.telefonica.net,Sant Climent de Llobregat,Baix Llobregat,https://www.santclimentdellobregat.cat,sant-climent-de-llobregat
AEK Sant Cugat,,aekstcugat@gmail.com,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Amics de la Font del Cuscó,,amicsfontdelcusco@gmail.com,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Associació Juvenil Canallade10,,canalladedeu@gmail.com,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Associació cultural La Bona Confitura,,labonaconfiturateatre@gmail.com,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Associació d'Assistència Social Sant Adjutori,,asocial.adjutori@gmail.com,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Associació energia col·laborativa,,ecosesgarrigues@gmail.com,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Atenció al públic,,st.cugats@diba.cat,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Ball de diables Sexes Foc,,sexesfoc@gmail.com,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Club de Futbol Sant Cugat Sesgarrigues,,c.f.santcugat@hotmail.com,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
"Colla Gegantera ""Els Titots""",,titotsgeganters@orange.es,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
"Comunicació, informació i informàtica",,rodriguezay@diba.cat,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Escola Les Vinyes,,a8026099@xtec.cat,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Esport Base Sant Cugat,,esportbasesantcugat@hotmail.com,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Esports,,paretaao@diba.cat,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Fusteria Jordi Piñol,,fusteriajp@hotmail.com,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Fusteria Ollé,,fusteria@fisteriaolle.com,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Hospital Comarcal de l'Alt Penedès,,atenciociutada@csap.cat,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
La Torre del Gall,"La Torre del Gall es troba entre vinyes, amb una espectacular avinguda d&rsquo;arbres, envoltada de jardins i amb una olivera.",anna@latorredelgall.com,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Llar Alt Penedès,,sant-cugat.com@hotmail.com,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Llar d'Infants La Balena,,scs.llarinfantlabalena@diba.cat,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Oficina de Gestió Tributària de Vilafranca del Penedès,,orgt.altpenedes@diba.cat,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Punt d'Informació juvenil,,pij.st.cugats@diba.cat,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Sala de Lectura Antoni Margarit,,salalectura.antonimargarit@gmail.com,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Servei d'atenció contra la violència masclista,,900900120@gencat.cat,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Serveis Urbans Penedès,,serveisurbans@gmail.com,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
Societat Coral El Raïm,,elraim.coral@gmail.com,Sant Cugat Sesgarrigues,Alt Penedès,https://www.santcugatsesgarrigues.cat,sant-cugat-sesgarrigues
"A-3 Copiseny, S.L.",,d@a3copiseny.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
ASOCIACIÓN PROGERIA  ALEXANDRA PERAUT,"Associaci&oacute; constituida a nivell nacional que vol donar visibilitat a l&#39;enfermetat &quot;Sindrome de Hutchinson Gilford&quot; o &quot;Prog&egrave;ria&quot;, fent difusi&oacute; de la problem&agrave;tica i les seves cures als pacients de Prog&egrave;ria, aix&iacute; com recaptaci&oacute; de fons per assajos cl&iacute;nics.",info@asociacionprogeria.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Actiup,,info@actiup.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Altaco Transformados Metalúrgicos,,ventas@alex.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Artymelus,,artymelus.ses@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Ass Financial,,aalferez@aasfinancial.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Associació MAYSA OJITOS DE LUZ,"Associaci&oacute; que es constitueix per donar visibilitat al S&iacute;ndrome d&#39;Angelman (enfermetat poc com&uacute;), col&middot;laborar amb altres associacions i persones amb necessitats especials i millorar la qualitat de vida de la Maysa Heredia Ventura, afectada amb aquest s&iacute;ndrome.",maysaojitosdeluz@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Associació Musical de Sant Esteve Sesrovires,Associaci&oacute; per la difusi&oacute; i formaci&oacute; musical. La seva principal activitat &eacute;s la gesti&oacute; l&#39;Aula Municipal de M&uacute;sica de Sant Esteve Sesrovires.,secretaria@aulamusicasesrovires.cat,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Associació Pinzells,Associaci&oacute; per la difusi&oacute; i formaci&oacute; de la pintura i el dibuix. Organitza cursos de dibuix i pintura durant tot l&#39;any.,pinzells@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Associació Pro-Disminuïts Arc de Sant Martí Martorell,"Vetlla per l&#39;educaci&oacute;, l&#39;activitat laboral, l&#39;oci i l&#39;atenci&oacute; residencial, sanit&agrave;ria, cultural i social de les persones amb discapacitat intel&middot;lectual.",info@arcdesantmarti.cat,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Associació Ses Dansa,Associaci&oacute; per la difusi&oacute; i formaci&oacute; de la dansa i en especial la dansa-jazz . Gestiona l&#39;Aula Municipal de Dansa de Sant Esteve.,sesdansa@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Associació Sesrovirenca d'Inseminació Forestal,"Associaci&oacute; per la reintroducci&oacute; del bosc i la flora mediterr&agrave;ni en el nostre entorn i, tamb&eacute;, el consum sostenible i de proximitat",insemina2012@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Associació de Familiars de Can Serra,"Associaci&oacute; de familiars dels usuaris del Centre Gerontol&ograve;gic Municipal Can Serra, l'objectiu de la qual &eacute;s vetllar i col&middot;laborar amb les acitivitats i funcionament dels serveis de resid&egrave;ncia assistida i centre de dia.",familiescanserra@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Associació de Veïns 1992 de Vallserrat,"Associaci&oacute; Ve&iuml;nal del barri de Vallserrat. Edita la revista local de periodicitat mensual ""La Cucaracha"".",avcucaracha@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Associació de Veïns de Ca n'Amat 2001,"Associaci&oacute; ve&iuml;nal de Ca n'Amat (Sant Esteve Sesrovires-Abrera), representant del barri i dinamitzadora del Casal Social i les festes del barri.",avv.canamat@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Associació de Veïns de Can Bargalló,Associaci&oacute; ve&iuml;nal de Can Bargall&oacute; dinamitzadora de les activitas del barri.,canbargalló2013@outlook.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Associació de Veïns de Can Prats,"Associaci&oacute; representant del ve&iuml;natge de Can Prats dinamitzadora social que organitza, entre d'altres, la Festa del Ra&iuml;m.",avcanprats@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Associació per la Salut Mental del Baix Llobregat 2000,,associacio@salutmentalblln.org,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Autoescola  Aevirtual.Cat,,aevirtual.cat@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Autoescola Sanes,,autoescolasanes@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Autoservei Sesrovires,,info@autoserveisesrovires.cat,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Autotech Engineering, A.I.E",,eterre@gestamp.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Aztu Bricole, S.L.",,aztubricole@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Bar El Casino,,xavicasinero@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Bar Restaurant Santornem Hi Estació,,info@santornemhi.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Bar Restaurant The Jaula Beach,,thejaulabeach@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Bar Restaurant la Trobada,,samanthaesperanza8@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Bar Restaurante Aldiwan,,aldiwan@aldiwan.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Bar Restaurante Casa Campo,,cyntia@telefonica.net,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Basar Yumin,,chinaspain@live.cn,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Bimpro Gestió Immobiliària, S.L.",,comercial@imsesa.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
"Bodegas Ca n'Estella, S.L.",,visits@fincacanestella.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Ca La Maria,,cala.maria@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Can Amat Espacios,,info@canamatespacios.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Can Julià,,canjulia@canjulia.org,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Canals-Quiromassatgista-Terapeuta,,virgicanals@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Caramelo Barbers,,rocio2020akaram@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Centre Salut Sesrovires-Feet Podologia SCP,,c.salut.sesrovires@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Centre d'Estètica Ana,,ana_estetika@hotmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Centre d'Estètica Natural,,mestruga@telefonica.net,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Centremm,,info@centremm.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Clinica Dental Martident,,clinicamartident@gmail.com,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Club Handbol Sant Esteve Sesrovires,"T&eacute; com a objectiu, la pr&agrave;ctica, la difusi&oacute; i la formaci&oacute; de l&#39;handbol. Gestiona l&#39;Escola Esportiva Municipal d&#39;Handbol. Fa competici&oacute; federativa.",cheses@chses.net,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Club Patinatge Artístic Sant Esteve Sesrovires,"T&eacute; com a objectiu, la pr&agrave;ctica, la difusi&oacute; i la formaci&oacute; del patinatge art&iacute;stic. Gestiona l&#39;Escola Esportiva Municipal de Patinatge.",info@clubpatinatgeses.org,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
Club Pàdel Sesrovires,"T&eacute; com a objectiu, la pr&agrave;ctica, la difusi&oacute; i la formaci&oacute; del P&agrave;del. Gestiona l&#39;Escola Esportiva Municipal de P&agrave;del. Fa competici&oacute; Federativa.",clubpadel.sesrovires@hotmail.es,Sant Esteve Sesrovires,Baix Llobregat,https://www.sesrovires.cat,sant-esteve-sesrovires
