Business Name,Category,Email,Town,Region,Council Website,City Slug,Outreach Category
"Frec a frec, teatre",Frec a frec és una companyia de teatre creada el 1995 amb el propòsit d'utilitzar l'experiència teatral com a eina per a l'educació en valors i la transformació social i personal.,frecafrec@frecafrec.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🎭 Cultura/Oci
"Instal·lacions Canudas, S.C.P",Venda d'electrodomèstics i ferreteria.,instal.canudas@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
"Jaboneria Distribuciones Ecológicas, S.L.","Comerç a l'engròs de productes de perfumeria i drogueria, higiene i bellesa.",jadeco@jabonera.es,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
"Jocadi, S.L - El Petit Gourmet","Llibreria, papereria, impremta, copisteria, gourmet, cafeteria, bar, etc.",info@jocadi.net,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🍽️ Restaurant/Bar
"Mudanzas GB, S.L.","Mudances, transports, guardamobles, desmuntatges i muntatges, embalatges.",mudanzasgb@mudanzasgb.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
"Ortoplast, S.L.U.",Empresa especialitzada en plàstics i espumes tècniques. Subministrament de materials per ortopèdia i podologia. Espumes tècniques i plàstics per ortopèdia. Per a mercat nacional i internacional,info@ortoplast.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
"Restauració l'Ametlla Park, S.L.","Restaurant, Bar, Cafeteria. Serveis d'esmorzar i dinars.",gemarome26@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🍽️ Restaurant/Bar
"Urbis Nau, S.A.",Immobiliària,urbisnau@urbisnau.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🔧 Serveis
Agrupació Cultural de Dones de l'Ametlla,,agrupaciodones@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🎭 Cultura/Oci
Amíndola,"La Revista Amíndola a néixer el 1989, de la mà de mossèn Joan Bellavista, en forma de revista d'informació general substituint el Butlletí Municipal que havia desaparegut com a publicació de l'Ajuntament. Amb el temps, la revista va anar derivant cap a temes culturals i de reflexió.",amindola@live.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🎭 Cultura/Oci
Artistic Skating Academy l'Ametlla del Vallès (ASA L'Ametlla),"L'Artistic Skating Academy l'Ametlla del Vallès (ASA L'Ametlla) és un club esportiu federat de patinatge artístic que té com a finalitat promoure el patinatge artístic de competició i lúdic a l'Ametlla del Vallès. El nostre objectiu és ensenyar l'esport que tan ens apassiona d'una manera pluridisciplinar, oferint un ampli ventall de complements que permetran formar els patinadors/es de la millor manera.",asalametlla@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Associació Ametlla Comerç Actiu,,aca@aca-ametlla.cat,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Associació Dones d'Avui de l'Ametlla del Vallès,L'Associació Dones d'Avui de l'Ametlla del Vallès neix amb la il·lusió d'un grup de dones per crear un espai de trobada i potenciar la sororitat entre les dones de l'Ametlla (o rodalia) afavorint la participació a les activitats que se'n derivin. És una associació sense ànim de lucre que vol donar l'oportunitat de conèixer i realitzar activitats aptes per a totes les butxaques.,donesdavui@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Associació Esportiva de l'Ametlla (AEA),"Fou fundada el 2 de juliol de 2005 amb els colors verd i groc com els de la bandera del poble, i com a fruit de les il·lusions de molts joves i no tant joves amb un pensament comú: ""sóc de l'Ametlla i vull fer esport a l'Ametlla"". La junta directiva està formada per joves del poble que també són jugadors de l'equip. A la resta de jugadors els hem de donar les gràcies, ja que entre tots es va fer possible començar un projecte que a molts de nosaltres ens va fer tornar a creure en el poble i demostrar així que encara es poden fer moltes coses per seguir millorant el lloc on vivim. Només cal empenta i confiar en que si volem, podem!",aeametlla@hotmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🎭 Cultura/Oci
Associació l'Ametlla en Comú,"L'objectiu d'aquesta associació és la defensa i la promoció de les activitats socials, culturals, educatives, esportives, econòmiques i de participació política dels ciutadans i ciutadanes, d'acord amb la Delcaració Universal dels Drets Humans.",lametllaencomu@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🎭 Cultura/Oci
Ateneu Cingles de Bertí,,ateneu.cinglesdeberti@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🎭 Cultura/Oci
BB Triatló l\'Ametlla,"Entitat que agrupa esportistes de l\'àmbit de la Triatló. Té el seu origen en l\'organització de la Duatló de Muntanya de l\'Ametlla del Vallès, i ha anat creixent en capital humà i esportiu amb la incorporacíó de triatletes i duatletes de l\'Ametlla i del voltant, que participen en diverses modalitats.El BB triatló l\'Ametlla té un lloc destacat en el Rànking de Catalunya de duatlons de Muntanya i ha obtingut el primer lloc a la LLIGA CATALANA DE DUATLÓ DE MUNTANYA 2009 - 1era DIVISÓ així com el CAMPIONAT DE CATALUNYA ABSOLUT 200. Participa en triatlons internacionals, Ironmans, curses de resistència de BTT, marxes... i tot allò que el cos humà sigui capaç de resistir.",info@triatloametlla.cat,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Boho west,Venda de roba i complements de dona.,colmonicarc@hotmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Buc d'assaig,Equipament municipal destinat a totes aquelles persones aficionades a la música i que necessiten un espai adequat i adaptat per a poder assajar.,joventut@ametlla.cat,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,💇 Bellesa/Salut
Camp de Futbol Municipal Josep Costa,"Entitats que en fan ús: Club de Futbol l'Ametlla, Associació Esportiva l'Ametlla i Associació de Veterans de l'Ametlla.",esports@ametlla.cat,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🎭 Cultura/Oci
Campus Bar,Serveis de restauració - Lloc de trobada del jovent i de la gent que fa esport al poble.,sergio@maximomor.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🍽️ Restaurant/Bar
Can Gual,"A Can Gual Agroturisme oferim tres allotjaments independents en règim de masoveria i sala polivalent per reunions i celebracions familiars. Turisme rural amb activitat agrària. Productes d'horta de temporada amb varietats recuperades i sostenibles, ous de gallines criades a terra en corral. Avicultura, horta i turisme rural. Venta directa de proximitat en mercats locals.",info@cangual.net,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🏨 Allotjament
Can Mestres,Turisme rural.,canmestres@hotmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🏨 Allotjament
Can Roca Alimentació,"Carnisseria, xarcuteria, verduleria, vins i queviures. Elaboració pròpia.",quimbyeuropeasl@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Càritas Sant Genís,"Càritas Sant Genís és una organització depenent de la Parròquia de Sant Genís i Genís dedicada a satisfer les necessitats bàsiques de persones en situació social desfavorable: menjar, roba, assistència i integració laboral, principalment.",parroquiasantgenis@santgenis.org,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Casa dels Mestres,"La Casa dels Mestres és un equipament multifuncional, actualment seu de l'Agrupació Cultural de Dones de l'Ametlla, l'Associació d'Artistes de l'Ametlla i el Grup d'Esplai del Principat de l'Ametlla (G.E.P.A.).",cultura@ametlla.cat,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🎭 Cultura/Oci
Ceràmiques Morte,"Fabricació i venda ceràmiques, decoració, utilitari, ceràmica artística i bisuteria",robertomorteib@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
City Sports,"Esports (tenis, pàdel, fitness, dansa, piscina).",info@citysports.cat,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,💇 Bellesa/Salut
Club Bàsquet l'Ametlla,"Entitat esportiva dedicada a la difusió i pràctica del bàsquet, amb la il&bull;lusió dels més petits i la competitivitat dels jugadors més grans. Amb grups des de l'escola (5 anys) fins a veterans i veteranes. Obert a tothom qui vulgui gaudir del nostre esport. Treball del bàsquet des dels fonaments de la tècnica individual fins a la complexitat del joc tàctic. El Club organitza al llarg de la temporada diverses activitats, a part dels entrenaments i la competició regular, tals com: Campus poliesportiu d'estiu, Torneig 3x3 de la Festa Major, i altres.",cbametlla@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🎭 Cultura/Oci
Club hípic la Quaranya,"El Club Hípic La Quaranya, amb més de 18 anys d'experiència, és un dels centres homologats per la Federació Catalana de Hípica. Ofereix més de 3 hectàrees de plena naturalesa per a gaudir del món del cavall i d'aquest meravellós art: l'equitació. Disposa de diferents pistes: pista de doma de 40x20, pista de doma de 60x20, pista de 120x80, pista de salt i un circuit 1 km. Esports: Especialitzat en les disciplines de doma clàssica, vaquera, salt i alta escola. Les activitats que es realitzen: - Classes teòriques i pràctiques particulars (dies i hores a concertar). - Classes teòriques i pràctiques en grup (dies i hores a concertar). - Casal d'estiu (s'inicia a finals de juny fins a finals de juliol). - Curs (s'inicia a principis de setembre i finalitza a mitjans de juny, coincidint amb el curs escolar). *Els grups s'organitzen en funció dels nivells dels alumnes: iniciació per a principiants, els iniciats i els avançats.",pedro_loras@yahoo.es,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🎭 Cultura/Oci
Concentre - Centre de Negocis,"Lloguer de despatxos equipats, centre de negocis.",info@concentre.cat,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,💇 Bellesa/Salut
Dia Market,"El motor que mou DIA és oferir als consumidors qualitat el millor preu i per fer-ho els objectius principals i bàsics d'actuació són l'eficàcia, la iniciativa, el respecte, el treball en equip i el tracte al client.",pilar.torca@diagroup.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🎭 Cultura/Oci
El Sifonet / Can Quico,"Bar, vermuteria, restaurant, degustació.",elsifonet@elsifonet.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🍽️ Restaurant/Bar
Escola Municipal de Música de l'Ametlla del Vallès,,escolamusica@ametlla.cat,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🎭 Cultura/Oci
Estanc l'Ametlla del Vallès,Tabac i articles per a persones fumadores.,estancametlla1@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Farmàcia Dolors Valls Relats,"Dispensació de medicaments, productes naturals, cosmètics, productes d'higiene corporal, facial i íntima, productes homeopàtics, d'ortopèdia, veterinària, etc. Atenció personalitzada. Mesures d'anàlisis clíniques i control de paràmetres de salut. Acompanyament d'embarassades i nadons. Deshabituació tabàtica. Tests d'intolerància alimentària, tests genètics i capil·lars. Programes de prevenció de la salut.",farmacia@farmaciavalls.cat,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,💇 Bellesa/Salut
Finques Ferro,Compra venda d'immobles. Immobiliària,info@finquesferro.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Finques L'Ametlla,Immobiliària i assessorament.,info@finqueslametlla.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🔧 Serveis
Finques Terranova,"Administració de lloguers d'habitatges, locals comercials, places d'aparcament, naus industrials i solars. Gestions de compra i venda d'habitatges, locals comercials, places d'aparcament, naus industrials i solars. Valoracions i taxacions immobiliàries, consultoria immobiliària i assessorament per inversions",info@finquesterranova.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🔧 Serveis
Fisioteràpia i Osteopatia Fisiofunes,,cristian@fisiofunes.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,💇 Bellesa/Salut
Font Enginyeria Grup,Projectes d'enginyeria (construcció i instal·lacions). Legalització d'activitats industrials i comercials. Promoció immobiliària d'àmbit industrial.,font@fontgrup.cat,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🔧 Serveis
Forn de Pa Pastisseria Moncau,"Pa artesà fet amb massa mare i forn de llenya, així com productes de brioixeria, pastisseria i bomboneria, elaborats amb materials de primera qualitat.",fornmoncau@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Fusteria Hispania,"Porta d'entrada i d'interiors, armaris de roba i bany, finestres, balcons, parquets massissos, sintètics, baranes d'escala, persianes enrotllables d'alumini, fusta, etc. Mosquiteres, tenalles, filtres solars, cortines Bandalux, finestres d'alumini, motors de persianes i mosquiteres, vidres, tractaments de termites, tarimes exteriors, mallorquines, gelosies. Mampares de bany i cuines.",info@fusteriahispania.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Grup d'Esplai del Principat GEPA,"L'esplai GEPA porta funcionant des del novembre del 1986, quan uns joves de l'Ametlla van decidir obrir un esplai al poble per poder fer activitats els dissabtes a la tarda, anar de colònies, fer trobades amb altres esplais de Catalunya, etc.",grupesplaigepa@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Grup de Teatre Nyoca,,info@nyoca.cat,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🎭 Cultura/Oci
Humana (Fundación Pueblo para Pueblo),Gestor de residus no perillosos. Reciclatge i venda de roba usada.,io@humana-spain.org,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Jip Moda a Bon Preu,Venda de roba.,jipametlla@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
L'Altell,"Gestió immobiliària. Gestió compra-venda d'immobles, lloguer, gestió de certificats energètics i cèdula d'habitabilitat i gestió d'hipoteques.",ssaperas@laltell.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
La Cocó,Venda de roba i complements,crisborrell@hotmail.es,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
La Masia,Restaurant familiar amb capacitat per fer menjars diaris i celebracions.,informacio@lamasiadelametlla.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🍽️ Restaurant/Bar
La Merceria,"Venda de tot tipus d'agulles, fils, llana, roba interior, botons, etc. També cosim i descosim tot el que es precisi.",lamerceria.ametlla@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
La Sala - Espai Cultural,,lasala@ametlla.cat,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,💇 Bellesa/Salut
Lola Almazan Perruquers,Perruqueria i estètica.,lolayangel1966@hotmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,💇 Bellesa/Salut
Matagalls Consulting,"Compravenda, lloguer, administració i gestió d'immobles. Advocats.",matagalls@matagalls.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Miranius,"Venda al detall. Papereria, llibreria, jocs, regals, etc.",info@miranius.cat,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Mobimark,"Venda al detall de sofàs, matalassos, mobiliari i complements de la llar.",comercial@mobimark.es,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Nachris Clapes Estilistes,Perruqueria i estètica.,geor_bcn@hotmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,💇 Bellesa/Salut
Obres i Edificacions Ferlovi S.L,"Reformes en general, construcció de cases, tot tipus de treballs de paleteria, excavacions i moviments de terra, murs de contenció de terres.",ferlovi.3@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🔧 Serveis
ON LLAR IMMOBILIÀRIA SCP,Gestió immobiliària de compra venda i lloguer amb els honoraris més reduïts de la zona.,info@onllarimmobiliaria.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🔧 Serveis
Patty's Dogs,Servei de perruqueria canina de qualitat per a la cura de la higiene i estètica de les mascotes.,pattysdogs3@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,💇 Bellesa/Salut
Peixos Pilar,Venda de peix,pilu-333-@hotmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Pratdesaba Mobles,"Empresa de fabricació i comercialització de mobles, i tot tipus d'article necessari per a la decoració de la llar. Subministrament sofà, matalassos i també moble juvenil.",mobles@pratdesaba.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Regals Maria,Venda d'articles de regal i jocs educatius.,maria@regalsmaria.cat,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
Restaurant Montguit,"Restaurant, Bar, Cafeteria",monguitr@gmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🍽️ Restaurant/Bar
Rovira Cafès,Distribuïdors de cafè per a hostaleria i també distribuïm monodosi pel mercat domèstic.,jordi@roviracafes.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🍽️ Restaurant/Bar
SB AUTOMOCIÓ,Reparació i manteniment de turismes i furgonetes. Planxa i pintura.,info@sbautomocio.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🔧 Serveis
Topludi,"Botiga virtual de jocs d'exterior: gronxadors, parcs infantils, balancins, llits elàstics, cotxes de pedals, porteries de futbol, cistelles de bàsquet, sorrals, etc. Tant per ús domèstic com per a ús professional (escoles, hotels, comunitats, ajuntaments, etc.)",info@topludi.cat,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🏨 Allotjament
YP Yoga&Pilates,"Estudi de Ioga, Pilates, Pilates Màquines, Abdominals Hipopressius, Entrenament Personals a mida i Fisioteràpia.",info@ypyogapilates.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,💇 Bellesa/Salut
Acuarium,"Bar, Bar-restaurant, cafeteria",barresrestauranteacuarium@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Ager Vallès,Compravenda de béns immobiliaris per compte propi,info@agervalles.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🔧 Serveis
Andreu. Ferreteria i subministraments- Cadena 88,"Comerç al detall de ferreteria, pintures i vidre en establiments especialitzats",admin@ferreteriaandreu.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
Associació Canina de Treball Humanitari,,info@acath.org,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Associació cultural Catarsi Teatre,,rosertorruellaturro@yahoo.es,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Associació de balls de saló de Llinars,Ball de saló i llatins. Estils socials i de competició. Ball en línia i sevillanes.,lrodriguez79@hotmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Aventura i lleure el tercer element,,el.tercer.element@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Bar Big Tony's,"Bar, Bar-restaurant, cafeteria",marijou13@hotmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Bar El Timbal,"Bar, Bar-restaurant, cafeteria",eltimbalcanginesta@hotmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Bar-restaurant Cordoba,"Bar, Bar-restaurant, cafeteria",bar_restaurante_cordoba@hotmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Bon Àrea,Supermercat,www.bonarea.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
Cafè de Lluna,"Bar, Bar-restaurant, cafeteria",cafedelluna@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Cafeteria restaurant Trèbol,Restaurants i establiments de menjar,cafeteriatrebol.87@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
CALÇATS MASUET. Ca l'Espardenyera,"Comerç al detall de calçat, complements, cadires de boga i joguines",info@masuet.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
Can Font. Serveis Immobiliaris,Compravenda de béns immobiliaris per compte propi,info@finquescanfont.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🔧 Serveis
Can Nogueras,"Moda, perfumeria, joguines, merceria, objectes de regal",info@cannogueras.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
Can Taulats,"Bar, Bar-restaurant, cafeteria",cantaulats1903@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Centre d'Esports Llinars,"Club de futbol formatiu a partir dels 4 anys. Entrenaments de qualitat on aprendre els valors de l'esport i progressió en l'àmbit futbolístic. Vine, gaudeix i aprèn!",info@cellinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Centre Excursionista de Llinars del Vallès,Fomentant l'excursionisme i el lleure a Llinars.,cellv@cellv.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Club Patinatge Artístic Llinars del Vallès,"Patinatge artístic de 4 rodes, dansa i preparació física.",patinatgellinars@hotmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Club Petanca Llinars Atlètic,Club esportiu de petanca.,clubpetancallinars@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
El Corredor,Comerç al detall d'articles d'esport en establiments especialitzats,llinars@elcorredorbicis.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
El Racó de l'Esportiu,Restaurants i establiments de menjar,sala@elracodelesportiu.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Esbart Dansaire de Llinars del Vallès,,esbartllinars@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Escola Municipal de Música,"Escola de música on es realitzen cursos d'infants i d'adults. Es realitzen de setembre a juny, i durant el mes de juliol.",emmllinars@amicsdelaunio.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Ferreteria Carbonell,"Comerç al detall de ferreteria, pintures i vidre en establiments especialitzats",cofac.073@cofac.es,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
Fusteria Vilà,"Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats",info@fusteriavila.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
Futbol Sala Llinars,Pràctica esportiva de futbol sala.,fsllinars@hotmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
Illa Crous-Estació Servei Llinars,Comerç al detall de combustibles per a l'automoció en establiments especialitzats,illacrous@illacrous.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
L'Esportiu,,info@lesportiudellinars.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
La clau màgica del teatre,,frankieanrosser@hotmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🎭 Cultura/Oci
La Masoveria - Espai jove,,lamasoveria@llinarsdelvalles.cat,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,💇 Bellesa/Salut
La Nit de Llinars,Restaurants i establiments de menjars,info@lanitdellinars.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
La terrassa del vermutet,"Bar, Bar-restaurant, cafeteria, cafè",elvermutetdelcarrermajor@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Lemon Yoga,,hola@lemonyoga.es,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,💇 Bellesa/Salut
Llinars Sabor Kebab Pizzeria,"Bar, Bar-restaurant",juanatalia@hotmail.es,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
Maria Roca Òptica,Comerç al detall d'altres tipus d'articles nous en establiments especialitzats,info@mariarocaoptica.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🛍️ Comerç
Mim,Restaurants i establiments de menjars,moncook2017@gmail.com,Llinars del Vallès,Vallès Oriental,https://www.llinarsdelvalles.cat,llinars-del-valles,🍽️ Restaurant/Bar
